what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579638125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579689855
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319579693059
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319579693259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579696095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579701034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579701920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579713853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579717689
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579810892
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579836574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579925142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579986473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319579997270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580002545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580013804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580015420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580046793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580049309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580068834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580070712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580084232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580086893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580305559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580306286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580307594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580308700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580349179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580350032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580351057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580356142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580432342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580433225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580463269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580480402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319580483221
