what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1319556456565
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319556457801
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1319556460417
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1319556460690
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1319556460717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319556471654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319556472769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319556891973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319556927026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319556927237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319556928068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319557097103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319557098233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319557840312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319557846322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558027463
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319558030920
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1319558032046
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1319558032283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558035728
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1319558064496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558066119
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1319558066466
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1319558066999
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319558067112
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319558067336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558070879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558072024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558072560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558250622
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1319558261017
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1319558261127
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1319558261196
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1319558261210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558270577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558276269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558293206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319558299780
