what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1319581443544
os,sysinfo,,,"win32",1319581443548
arch,sysinfo,,,"x86_64",1319581443548
ws,sysinfo,,,"win32",1319581443548
locale,sysinfo,,,"en_US",1319581443548
processors,sysinfo,,,"2",1319581443549
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1319581443549
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1319581443549
java.specification.name,sysinfo,,,"Java Platform API Specification",1319581443549
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319581443549
java.specification.version,sysinfo,,,"1.6",1319581443549
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1319581443549
java.version,sysinfo,,,"1.6.0_25",1319581443549
java.vm.info,sysinfo,,,"mixed mode",1319581443549
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1319581443549
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319581443549
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319581443549
java.vm.specification.version,sysinfo,,,"1.0",1319581443549
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1319581443549
java.vm.version,sysinfo,,,"20.0-b11",1319581443549
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1319581443670
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1319581443697
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1319581444418
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1319581444488
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1319581444491
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1319581444618
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1319581444700
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1319581444704
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1319581444769
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1319581444840
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1319581444852
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1319581444869
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1319581445027
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.503.v201108102200,"org.eclipse.jst.j2ee.ejb",1319581445181
started,bundle,org.eclipse.jst.j2ee.jca,1.1.500.v201108102200,"org.eclipse.jst.j2ee.jca",1319581445199
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1319581445264
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1319581445312
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1319581445448
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1319581445641
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1319581445645
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1319581445916
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1319581446159
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1319581446187
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1319581447052
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319581447675
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1319581450132
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1319581450856
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1319581450935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581459352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581462140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581463652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581465983
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319581470438
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1319581470653
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1319581470666
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1319581473189
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1319581474173
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1319581483434
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.stop",1319581483518
error,log,,,"Several ports (8080, 8009) required by Tomcat v6.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1319581484045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581484076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581484191
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319581484208
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1319581485107
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319581485176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581485717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581485850
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1319581487357
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1319581487934
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319581488984
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1319581490371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581496169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581661980
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319581667503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581749288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581757500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319581772471
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1319581791883
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1319581802369
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1319581802422
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1319581802424
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319581858394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581861026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581876872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581877960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581880868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581881918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319581885366
